,From country,To country,Jury A,Jury B,Jury C,Jury D,Jury E,Jury Rank,Televote Rank,Jury Points,Televote Points
903,Slovenia,Serbia,12,8,6,9,12,6,1,5.0,12.0
904,Slovenia,Lithuania,11,21,9,24,4,16,13,,
905,Slovenia,Croatia,9,14,12,14,13,12,3,,8.0
906,Slovenia,Russia,17,19,24,16,1,17,2,,10.0
907,Slovenia,Spain,23,20,13,11,24,18,18,,
908,Slovenia,Latvia,1,9,5,4,8,4,15,7.0,
909,Slovenia,Ukraine,3,1,1,6,3,1,4,12.0,7.0
910,Slovenia,Malta,14,23,19,21,23,24,24,,
911,Slovenia,Georgia,8,10,8,15,26,14,21,,
912,Slovenia,Austria,13,16,21,23,21,20,5,,6.0
913,Slovenia,United Kingdom,22,17,17,22,20,21,22,,
914,Slovenia,Armenia,16,6,3,8,16,7,19,4.0,
915,Spain,Belgium,6,18,5,22,21,15,11,,
916,Spain,Czech Republic,17,13,19,11,4,11,23,,
917,Spain,The Netherlands,2,15,10,2,18,8,13,3.0,
918,Spain,Azerbaijan,22,12,6,13,5,9,22,2.0,
919,Spain,Hungary,10,1,2,4,7,2,16,10.0,
920,Spain,Italy,9,10,7,9,6,6,8,5.0,3.0
921,Spain,Israel,18,4,11,10,17,10,19,1.0,
922,Spain,Bulgaria,12,21,16,8,10,12,1,,12.0
923,Spain,Sweden,4,5,17,23,20,14,10,,1.0
924,Spain,Germany,21,20,20,21,22,23,17,,
925,Spain,France,3,11,3,3,12,4,2,7.0,10.0
926,Spain,Poland,23,22,21,19,23,25,6,,5.0
927,Spain,Australia,11,3,4,6,3,3,7,8.0,4.0
928,Spain,Cyprus,20,17,24,12,8,19,14,,
929,Spain,Serbia,16,8,22,20,15,18,25,,
930,Spain,Lithuania,25,24,15,17,9,21,12,,
931,Spain,Croatia,19,16,13,18,13,17,24,,
932,Spain,Russia,14,6,8,14,1,7,3,4.0,8.0
933,Spain,Latvia,8,14,12,15,19,13,18,,
934,Spain,Ukraine,13,19,18,16,16,20,4,,7.0
935,Spain,Malta,5,9,9,5,11,5,21,6.0,
936,Spain,Georgia,7,23,25,25,25,24,20,,
937,Spain,Austria,24,25,14,24,14,22,9,,2.0
938,Spain,United Kingdom,15,7,23,7,24,16,15,,
939,Spain,Armenia,1,2,1,1,2,1,5,12.0,6.0
940,Sweden,Belgium,9,13,9,10,16,11,13,,
941,Sweden,Czech Republic,6,8,11,7,18,8,25,3.0,
942,Sweden,The Netherlands,5,10,12,6,3,6,9,5.0,2.0
943,Sweden,Azerbaijan,12,1,4,2,6,2,24,10.0,
944,Sweden,Hungary,18,14,17,18,19,18,17,,
945,Sweden,Italy,17,23,24,13,15,20,16,,
946,Sweden,Israel,21,16,10,19,5,15,15,,
947,Sweden,Bulgaria,19,7,14,17,4,13,7,,4.0
948,Sweden,Germany,20,25,23,16,20,23,21,,
949,Sweden,France,2,9,5,3,10,3,8,8.0,3.0
950,Sweden,Poland,25,24,25,20,21,25,2,,10.0
951,Sweden,Australia,1,5,1,1,1,1,1,12.0,12.0
952,Sweden,Cyprus,24,22,13,23,12,21,14,,
953,Sweden,Serbia,16,20,19,22,22,22,18,,
954,Sweden,Lithuania,13,18,7,12,2,9,5,2.0,6.0
955,Sweden,Croatia,8,15,18,11,7,12,22,,
956,Sweden,Russia,7,6,8,4,8,5,3,6.0,8.0
957,Sweden,Spain,15,2,2,14,23,10,10,1.0,1.0
958,Sweden,Latvia,14,12,16,25,17,17,11,,
959,Sweden,Ukraine,3,19,20,21,13,16,4,,7.0
960,Sweden,Malta,4,4,3,8,14,4,23,7.0,
961,Sweden,Georgia,23,17,22,24,24,24,20,,
962,Sweden,Austria,10,21,21,5,9,14,6,,5.0
963,Sweden,United Kingdom,22,11,15,15,25,19,19,,
964,Sweden,Armenia,11,3,6,9,11,7,12,4.0,
965,Switzerland,Belgium,7,1,5,3,5,2,14,10.0,
966,Switzerland,Czech Republic,21,12,8,18,21,16,24,,
967,Switzerland,The Netherlands,5,13,10,6,11,6,12,5.0,
968,Switzerland,Azerbaijan,19,23,9,21,19,20,25,,
969,Switzerland,Hungary,14,25,11,22,25,22,16,,
970,Switzerland,Italy,3,3,20,19,9,9,4,2.0,7.0
971,Switzerland,Israel,4,10,2,4,6,3,21,8.0,
972,Switzerland,Bulgaria,13,9,1,20,17,10,13,1.0,
973,Switzerland,Sweden,12,18,12,12,7,11,11,,
974,Switzerland,Germany,15,14,6,23,18,15,3,,8.0
975,Switzerland,France,17,17,16,11,22,18,8,,3.0
976,Switzerland,Poland,24,24,13,24,23,25,6,,5.0
977,Switzerland,Australia,6,2,3,2,1,1,10,12.0,1.0
978,Switzerland,Cyprus,25,22,15,25,20,24,19,,
979,Switzerland,Serbia,18,7,14,10,16,13,1,,12.0
980,Switzerland,Lithuania,2,11,4,9,4,4,18,7.0,
981,Switzerland,Croatia,23,16,22,26,26,26,15,,
982,Switzerland,Russia,8,26,21,13,12,17,5,,6.0
983,Switzerland,Spain,11,20,17,15,8,14,9,,2.0
984,Switzerland,Latvia,20,4,7,7,10,8,20,3.0,
985,Switzerland,Ukraine,10,5,18,1,3,5,7,6.0,4.0
986,Switzerland,Malta,16,21,23,17,15,21,26,,
987,Switzerland,Georgia,26,6,26,16,24,23,23,,
988,Switzerland,Austria,1,15,24,5,2,7,2,4.0,10.0
989,Switzerland,United Kingdom,9,8,19,14,13,12,22,,
990,Switzerland,Armenia,22,19,25,8,14,19,17,,
991,The Netherlands,Belgium,11,13,2,6,17,7,1,4.0,12.0
992,The Netherlands,Czech Republic,24,6,12,7,10,11,24,,
993,The Netherlands,Azerbaijan,12,12,14,15,4,10,23,1.0,
994,The Netherlands,Hungary,23,11,15,10,18,17,13,,
995,The Netherlands,Italy,7,5,7,14,9,5,20,6.0,
996,The Netherlands,Israel,10,4,5,4,16,4,18,7.0,
997,The Netherlands,Bulgaria,22,7,19,23,7,18,10,,1.0
998,The Netherlands,Sweden,5,2,9,1,1,2,9,10.0,2.0
999,The Netherlands,Germany,8,14,20,25,12,19,19,,
1000,The Netherlands,France,17,8,6,11,6,6,7,5.0,4.0
1001,The Netherlands,Poland,16,25,24,21,25,25,2,,10.0
1002,The Netherlands,Australia,1,3,1,2,3,1,6,12.0,5.0
1003,The Netherlands,Cyprus,13,23,21,5,14,16,15,,
1004,The Netherlands,Serbia,15,16,16,17,24,20,21,,
1005,The Netherlands,Lithuania,21,21,23,8,21,22,12,,
1006,The Netherlands,Croatia,3,24,10,18,5,12,25,,
1007,The Netherlands,Russia,20,15,8,3,19,13,8,,3.0
1008,The Netherlands,Spain,9,9,17,20,13,14,11,,
1009,The Netherlands,Latvia,2,17,22,19,15,15,17,,
1010,The Netherlands,Ukraine,4,22,11,12,2,8,4,3.0,7.0
1011,The Netherlands,Malta,14,20,13,22,20,21,22,,
1012,The Netherlands,Georgia,19,19,25,16,23,23,16,,
1013,The Netherlands,Austria,6,1,3,13,8,3,5,8.0,6.0
1014,The Netherlands,United Kingdom,25,18,18,24,22,24,14,,
1015,The Netherlands,Armenia,18,10,4,9,11,9,3,2.0,8.0
1016,Ukraine,Belgium,5,3,1,1,1,2,18,10.0,
1017,Ukraine,Czech Republic,15,15,14,12,18,14,21,,
1018,Ukraine,The Netherlands,16,16,13,7,14,12,22,,
1019,Ukraine,Azerbaijan,2,4,3,4,11,4,2,7.0,10.0
1020,Ukraine,Hungary,9,10,5,17,6,9,13,2.0,
1021,Ukraine,Italy,20,23,21,16,21,21,17,,
1022,Ukraine,Israel,3,5,6,3,7,5,16,6.0,
1023,Ukraine,Bulgaria,12,9,10,15,5,10,9,1.0,2.0
1024,Ukraine,Sweden,10,7,9,8,8,7,10,4.0,1.0
1025,Ukraine,Germany,22,24,23,23,24,24,20,,
1026,Ukraine,France,14,11,22,13,10,13,14,,
1027,Ukraine,Poland,6,12,16,9,9,11,3,,8.0
1028,Ukraine,Australia,7,6,8,11,2,6,7,5.0,4.0
1029,Ukraine,Cyprus,23,25,25,25,25,25,11,,
1030,Ukraine,Serbia,17,13,18,14,20,17,25,,
1031,Ukraine,Lithuania,1,1,2,2,3,1,8,12.0,3.0
1032,Ukraine,Croatia,25,22,17,18,22,23,24,,
1033,Ukraine,Russia,21,21,24,24,12,22,1,,12.0
1034,Ukraine,Spain,11,14,12,20,23,16,15,,
1035,Ukraine,Latvia,4,2,4,6,4,3,6,8.0,5.0
1036,Ukraine,Malta,18,17,20,22,19,20,19,,
1037,Ukraine,Georgia,8,8,11,5,15,8,5,3.0,6.0
1038,Ukraine,Austria,19,19,15,19,16,19,12,,
1039,Ukraine,United Kingdom,24,18,19,10,13,18,23,,
1040,Ukraine,Armenia,13,20,7,21,17,15,4,,7.0
1041,United Kingdom,Belgium,14,3,20,10,7,11,14,,
1042,United Kingdom,Czech Republic,12,17,17,15,24,19,22,,
1043,United Kingdom,The Netherlands,8,19,15,8,17,14,12,,
1044,United Kingdom,Azerbaijan,25,23,25,21,22,25,23,,
1045,United Kingdom,Hungary,4,14,23,20,15,16,16,,
1046,United Kingdom,Italy,13,20,18,22,25,22,20,,
1047,United Kingdom,Israel,5,5,14,9,19,8,17,3.0,
1048,United Kingdom,Bulgaria,10,4,21,3,9,6,3,5.0,8.0
1049,United Kingdom,Sweden,24,25,9,25,23,24,10,,1.0
1050,United Kingdom,Germany,19,24,19,23,14,23,21,,
1051,United Kingdom,France,6,10,5,7,11,5,11,6.0,
1052,United Kingdom,Poland,16,21,24,14,8,18,2,,10.0
1053,United Kingdom,Australia,3,6,6,4,12,3,5,8.0,6.0
1054,United Kingdom,Cyprus,1,7,2,11,16,4,9,7.0,2.0
1055,United Kingdom,Serbia,9,11,16,6,10,9,24,2.0,
1056,United Kingdom,Lithuania,7,8,13,19,3,7,1,4.0,12.0
1057,United Kingdom,Croatia,21,12,10,5,6,10,25,1.0,
1058,United Kingdom,Russia,20,16,11,13,2,13,4,,7.0
1059,United Kingdom,Spain,17,18,22,16,21,21,7,,4.0
1060,United Kingdom,Latvia,22,9,4,12,20,15,8,,3.0
1061,United Kingdom,Ukraine,11,1,1,1,5,2,6,10.0,5.0
1062,United Kingdom,Malta,18,13,8,17,4,12,15,,
1063,United Kingdom,Georgia,2,2,3,2,1,1,19,12.0,
1064,United Kingdom,Austria,23,15,12,18,13,17,13,,
1065,United Kingdom,Armenia,15,22,7,24,18,20,18,,
