Stock Symbol,Company Name,Last Sale,Market Capitalization,IPO Year,Sector,Industry
IPI,"Intrepid Potash, Inc",1.81,233941584.1,2008,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
XON,Intrexon Corporation,19.67,2335429289,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch
IVC,Invacare Corporation,10.5,344095531.5,n/a,Health Care,Industrial Specialties
INVN,"InvenSense, Inc.",12.52,1196627733,2011,Technology,Semiconductors
VBF,Invesco Bond Fund,19.02,216391852.4,n/a,n/a,n/a
VCV,Invesco California Value Municipal Income Trust,12.5,598316675,n/a,n/a,n/a
VTA,Invesco Credit Opportunities Fund,12.14,899504607.8,2007,n/a,n/a
IHIT,Invesco High Income 2023 Target Term Fund,9.95,214920000,2016,n/a,n/a
VLT,Invesco High Income Trust II,14.51,117798404.8,1989,n/a,n/a
IVR,INVESCO MORTGAGE CAPITAL INC,15.77,1760004684,2009,Consumer Services,Real Estate Investment Trusts
IVR^B,INVESCO MORTGAGE CAPITAL INC,25.2839,0,n/a,n/a,n/a
IVR^A,Invesco Mortgage Capital Inc.,25.25,0,n/a,n/a,n/a
OIA,Invesco Municipal Income Opportunities Trust,7.75,367657589.8,n/a,n/a,n/a
VMO,Invesco Municipal Opportunity Trust,13.16,886892498.5,n/a,n/a,n/a
VKQ,Invesco Municipal Trust,12.65,699800871.6,n/a,n/a,n/a
VPV,Invesco Pennsylvania Value Municipal Income Trust,12.38,295009754.7,n/a,n/a,n/a
IVZ,Invesco Plc,30.03,12215612439,n/a,Finance,Investment Managers
IQI,Invesco Quality Municipal Income Trust,12.49,660518624.5,n/a,n/a,n/a
VVR,Invesco Senior Income Trust,4.63,833567420.8,1998,n/a,n/a
VTN,Invesco Trust  for Investment Grade New York Municipal,13.6,264855675.2,n/a,n/a,n/a
VGM,Invesco Trust for Investment Grade Municipals,13.16,713604895.4,n/a,n/a,n/a
IIM,Invesco Value Municipal Income Trust,14.93,702553813.7,n/a,n/a,n/a
ITG,"Investment Technology Group, Inc.",18.93,629211279.1,n/a,Finance,Investment Bankers/Brokers/Service
IRET,Investors Real Estate Trust,6.05,737603621.7,n/a,Consumer Services,Real Estate Investment Trusts
IRET^B,Investors Real Estate Trust,25.3,0,n/a,n/a,n/a
NVTA,Invitae Corporation,10.48,443354293.5,2015,Health Care,Medical Specialities
INVH,Invitation Homes Inc.,21.29,6607918538,2017,Finance,Real Estate
IO,Ion Geophysical Corporation,4.3,50707517.8,n/a,Energy,Oil & Gas Production
IRM,Iron Mountain Incorporated,35.29,9306827477,n/a,Consumer Services,Real Estate Investment Trusts
IRS,IRSA Inversiones Y Representaciones S.A.,25.5,1475624973,n/a,Consumer Services,Homebuilding
ICL,Israel Chemicals Shs,4.19,5348073710,2014,Basic Industries,Agricultural Chemicals
STAR          ,iStar Financial Inc.,12.36,888892364.9,n/a,Consumer Services,Real Estate Investment Trusts
STAR^D,iStar Financial Inc.,24.7705,0,n/a,n/a,n/a
STAR^E,iStar Financial Inc.,24.73,0,n/a,n/a,n/a
STAR^F,iStar Financial Inc.,24.59,0,n/a,n/a,n/a
STAR^G,iStar Financial Inc.,24.207,0,n/a,n/a,n/a
STAR^I,iStar Financial Inc.,24.24,0,n/a,n/a,n/a
ITCB,Ita? CorpBanca,14.12,4823455625,n/a,n/a,n/a
ITUB,Itau Unibanco Banco Holding SA,11.78,76719606082,n/a,Finance,Major Banks
ITT,ITT Inc.,38.29,3394962403,2011,Capital Goods,Fluid Controls
IVH,Ivy High Income Opportunities Fund,15.34,254139129.9,2013,n/a,n/a
JPM,J P Morgan Chase & Co,84.4,3.00283E+11,n/a,Finance,Major Banks
JPM.WS,J P Morgan Chase & Co,n/a,0,n/a,n/a,n/a
JPM^A,J P Morgan Chase & Co,25.69,0,n/a,Finance,Major Banks
JPM^B,J P Morgan Chase & Co,27.59,0,n/a,n/a,n/a
JPM^D,J P Morgan Chase & Co,25.73,0,n/a,n/a,n/a
JPM^E,J P Morgan Chase & Co,27.28,0,n/a,n/a,n/a
JPM^F,J P Morgan Chase & Co,27,0,n/a,n/a,n/a
JPM^G,J P Morgan Chase & Co,27,0,n/a,n/a,n/a
JPM^H,J P Morgan Chase & Co,27.07,0,n/a,Finance,Major Banks
JAX,"J. Alexander&#39;s Holdings, Inc.",9.8,144012724.8,2015,Consumer Services,Restaurants
JILL,"J. Jill, Inc.",12.92,565223436.5,2017,Consumer Non-Durables,Apparel
JCP,"J.C. Penney Company, Inc. Holding Company",5.91,1823940944,n/a,Consumer Services,Department/Specialty Retail Stores
SJM,J.M. Smucker Company (The),127.38,14832273177,n/a,Consumer Non-Durables,Packaged Foods
JBL,"Jabil Circuit, Inc.",28.24,5147882506,1993,Technology,Electrical Products
JEC,Jacobs Engineering Group Inc.,52.97,6413146549,n/a,Basic Industries,Military/Government/Technical
JAG,Jagged Peak Energy Inc.,12.44,2648945560,2017,Energy,Oil & Gas Production
JHX,James Hardie Industries plc.,15.74,6938844879,n/a,Capital Goods,Building Materials
JNS,"Janus Capital Group, Inc",13,2395871348,n/a,Finance,Investment Managers
JOF,Japan Smaller Capitalization Fund Inc,10.63,301189282.6,1990,n/a,n/a
JELD,"JELD-WEN Holding, Inc.",31.2,3272452654,2017,Basic Industries,Forest Products
JCAP,"Jernigan Capital, Inc.",23,206947261,2015,Consumer Services,Real Estate Investment Trusts
JKS,JinkoSolar Holding Company Limited,17.25,546537201,2010,Technology,Semiconductors
JMP,JMP Group LLC,5.7949,121428206.4,2007,Finance,Investment Bankers/Brokers/Service
JMPB,JMP Group LLC,25.5824,0,n/a,Finance,Investment Bankers/Brokers/Service
JMPC,JMP Group LLC,25.28,0,2014,Finance,Investment Bankers/Brokers/Service
JBT,John Bean Technologies Corporation,85.5,2703773255,n/a,Technology,Industrial Machinery/Components
BTO,John Hancock Financial Opportunities Fund,33.37,621473903.5,1994,n/a,n/a
HEQ,John Hancock Hedged Equity & Income Fund,16.68,203573878.9,2011,n/a,n/a
JHS,John Hancock Income Securities Trust,14.29,166429699.7,n/a,n/a,n/a
JHI,John Hancock Investors Trust,17.21,149847900.3,n/a,n/a,n/a
HPF,John Hancock Pfd Income Fund II,21.41,455142344,2002,n/a,n/a
HPI,John Hancock Preferred Income Fund,21.58,560960792.1,2002,n/a,n/a
HPS,John Hancock Preferred Income Fund III,18.68,589858079.8,2003,n/a,n/a
PDT,John Hancock Premium Dividend Fund,16.2,782165289.6,n/a,n/a,n/a
HTD,John Hancock Tax Advantaged Dividend Income Fund,25.03,885685573.8,2004,n/a,n/a
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,9.17,100350326.9,n/a,n/a,n/a
JW.A,"John Wiley & Sons, Inc.",n/a,0,n/a,n/a,n/a
JW.B,"John Wiley & Sons, Inc.",n/a,0,n/a,n/a,n/a
JNJ,Johnson & Johnson,124.99,3.38834E+11,n/a,Health Care,Major Pharmaceuticals
JCI,Johnson Controls International plc,40.6,38111630669,n/a,Consumer Services,Other Consumer Services
JONE,"Jones Energy, Inc.",2.3,200985969.2,2013,Energy,Oil & Gas Production
JLL,Jones Lang LaSalle Incorporated,105.31,4765081097,n/a,Finance,Real Estate
JFC,"JPMorgan China Region Fund, Inc.",18.44,118894426.3,1992,n/a,n/a
JMEI,Jumei International Holding Limited,3.55,520552815.8,2014,Consumer Services,Other Specialty Stores
JNPR,"Juniper Networks, Inc.",27.56,10540785477,1999,Technology,Computer Communications Equipment
JP,Jupai Holdings Limited,9,269380134,2015,Consumer Services,Other Consumer Services
JE,"Just Energy Group, Inc.",6.23,916231391,n/a,Public Utilities,Oil/Gas Transmission
JE^A,"Just Energy Group, Inc.",25.79,0,n/a,n/a,n/a
LRN,K12 Inc,18.69,759997170.5,n/a,Consumer Services,Other Consumer Services
KAI,Kadant Inc,57.7,634564231.9,n/a,Technology,Industrial Machinery/Components
KDMN,"Kadmon Holdings, Inc.",2.69,139467141.5,2016,Health Care,Major Pharmaceuticals
KAMN,Kaman Corporation,46.16,1250473015,n/a,Consumer Durables,Industrial Specialties
KSU,Kansas City Southern,88,9347436560,n/a,Transportation,Railroads
KSU^,Kansas City Southern,27.87,0,n/a,Transportation,Railroads
KS,KapStone Paper and Packaging Corporation,22.07,2136080284,n/a,Basic Industries,Paper
KAR,"KAR Auction Services, Inc",41.92,5731655450,2009,Consumer Durables,Automotive Aftermarket
KATE,Kate Spade & Company,19.38,2486281906,n/a,Consumer Non-Durables,Apparel
KED,Kayne Anderson Energy Development Company,19.05,203569366.8,2006,n/a,n/a
KYE,"Kayne Anderson Energy Total Return Fund, Inc.",12.37,452223078.5,2005,n/a,n/a
KMF,"Kayne Anderson Midstream Energy Fund, Inc",16.04,353428086.8,2010,n/a,n/a
KYN,Kayne Anderson MLP Investment Company,20.55,2329620542,2004,n/a,n/a
KYN^F,Kayne Anderson MLP Investment Company,25.4,0,n/a,n/a,n/a
KB,KB Financial Group Inc,41.99,16729263361,n/a,Finance,Commercial Banks
KBH,KB Home,20.09,1713143410,1986,Capital Goods,Homebuilding
KBR,"KBR, Inc.",14.62,2092718364,2006,Basic Industries,Military/Government/Technical
KAP,"KCAP Financial, Inc.",25.4381,0,n/a,n/a,n/a
KCG,"KCG Holdings, Inc.",17.6,1108928445,n/a,Finance,Investment Bankers/Brokers/Service
FRAC,"Keane Group, Inc.",15.42,1590234053,2017,Energy,Oilfield Services/Equipment
K,Kellogg Company,71.95,25186149664,n/a,Consumer Non-Durables,Packaged Foods
KEM,Kemet Corporation,10.95,509246284.5,n/a,Capital Goods,Electrical Products
KMPA,Kemper Corporation,27.4,0,2014,Finance,Property-Casualty Insurers
KMPR,Kemper Corporation,39.2,2010802416,n/a,Finance,Property-Casualty Insurers
KMT,Kennametal Inc.,36.43,2921466582,n/a,Capital Goods,Industrial Machinery/Components
KW,Kennedy-Wilson Holdings Inc.,21.7,2493284018,n/a,Finance,Real Estate
KWN,Kennedy-Wilson Holdings Inc.,25.75,0,2012,Finance,Real Estate
KEN,Kenon Holdings Ltd.,11.71,628756447.3,2015,Consumer Services,Marine Transportation
KEG,"Key Energy Services, Inc.",23.78,477893866.4,2016,Energy,Oilfield Services/Equipment
KEY,KeyCorp,17,18394270538,n/a,Finance,Major Banks
KEY^I,KeyCorp,27.89,0,n/a,n/a,n/a
KEYS,Keysight Technologies Inc.,35.3,6519915895,2014,Capital Goods,Industrial Machinery/Components
KRC,Kilroy Realty Corporation,73.75,7210842604,1997,Consumer Services,Real Estate Investment Trusts
KRC^H,Kilroy Realty Corporation,25.54,0,n/a,n/a,n/a
KRP,Kimbell Royalty Partners,19.56,319467768.5,2017,Energy,Oil & Gas Production
KMB,Kimberly-Clark Corporation,132.67,47197469515,n/a,Consumer Durables,Containers/Packaging
KIM,Kimco Realty Corporation,22.34,9508677411,n/a,Consumer Services,Real Estate Investment Trusts
KIM^I,Kimco Realty Corporation,25.14,0,n/a,n/a,n/a
KIM^J,Kimco Realty Corporation,25.09,0,n/a,n/a,n/a
KIM^K,Kimco Realty Corporation,25.2537,0,n/a,n/a,n/a
KMI,"Kinder Morgan, Inc.",21.39,47751938230,2011,Public Utilities,Natural Gas Distribution
KMI.WS,"Kinder Morgan, Inc.",n/a,0,n/a,n/a,n/a
KMI^A,"Kinder Morgan, Inc.",48.13,0,n/a,n/a,n/a
KND,"Kindred Healthcare, Inc.",7.75,664035972.8,n/a,Health Care,Hospital/Nursing Management
KFS,"Kingsway Financial Services, Inc.",5.5,128759702.5,n/a,Finance,Property-Casualty Insurers
KGC,Kinross Gold Corporation,3.8,4737648400,n/a,Basic Industries,Precious Metals
KEX,Kirby Corporation,66.75,3601614197,n/a,Consumer Services,Marine Transportation
KRG,Kite Realty Group Trust,21.24,1775261268,2004,Consumer Services,Real Estate Investment Trusts
KKR,KKR & Co. L.P.,17.27,7818526866,n/a,Finance,Investment Managers
KKR^A,KKR & Co. L.P.,26.08,0,n/a,n/a,n/a
KKR^B,KKR & Co. L.P.,25.7701,0,n/a,n/a,n/a
KFI.CL,KKR Financial Holdings LLC,n/a,0,n/a,n/a,n/a
KFN^,KKR Financial Holdings LLC,25.94,0,n/a,n/a,n/a
KIO,KKR Income Opportunities Fund,17.09,260711983.2,2013,n/a,n/a
KMG,"KMG Chemicals, Inc.",42.63,506764679.2,n/a,Basic Industries,Major Chemicals
KNX,"Knight Transportation, Inc.",31,2491473503,n/a,Transportation,Trucking Freight/Courier Services
KNL,"Knoll, Inc.",23.55,1162565532,2004,Consumer Durables,Office Equipment/Supplies/Services
KNOP,KNOT Offshore Partners LP,22.55,806423944.7,2013,Consumer Services,Marine Transportation
KN,Knowles Corporation,18.51,1651511140,2014,Consumer Non-Durables,Consumer Electronics/Appliances
KSS,Kohl&#39;s Corporation,39.45,6799455798,1992,Consumer Services,Department/Specialty Retail Stores
PHG,Koninklijke Philips N.V.,31.43,28992181175,n/a,Energy,Consumer Electronics/Appliances
KOP,Koppers Holdings Inc.,40.4,840451946.4,2006,Basic Industries,Forest Products
KEP,Korea Electric Power Corporation,19.84,25473134575,1994,Public Utilities,Electric Utilities: Central
KEF,"Korea Equity Fund, Inc.",8.7,84743420.1,n/a,n/a,n/a
KF,"Korea Fund, Inc. (The)",36.63,248604440,n/a,n/a,n/a
KFY,Korn/Ferry International,30.53,1745130123,1999,Technology,Diversified Commercial Services
KOS,Kosmos Energy Ltd.,6.02,2333599627,2011,Energy,Oil & Gas Production
KRA,Kraton Corporation,30.76,952639722.3,2009,Basic Industries,Major Chemicals
KR,Kroger Company (The),29.97,27399782570,n/a,Consumer Services,Food Chains
KRO,Kronos Worldwide Inc,15.13,1753477703,n/a,Basic Industries,Major Chemicals
KT,KT Corporation,16.09,7879266564,n/a,Public Utilities,Telecommunications Equipment
KYO,Kyocera Corporation,54.1,19893326318,n/a,Technology,Semiconductors
LB,"L Brands, Inc.",47.46,13517039411,n/a,Consumer Services,Clothing/Shoe/Accessory Stores
SCX,L.S. Starrett Company (The),9.95,70245049.8,n/a,Capital Goods,Industrial Machinery/Components
LLL,"L3 Technologies, Inc.",166.29,12939060153,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
LQ,La Quinta Holdings Inc.,13.46,1581467638,2014,Consumer Services,Hotels/Resorts
LH,Laboratory Corporation of America Holdings,142.1,14555297032,n/a,Health Care,Medical Specialities
LADR,Ladder Capital Corp,14.95,1655433249,2014,Consumer Services,Real Estate Investment Trusts
LW,"Lamb Weston Holdings, Inc.",41.87,6115890523,2016,Consumer Non-Durables,Packaged Foods
LDR,"Landauer, Inc.",48.55,467155819.5,n/a,Capital Goods,Industrial Machinery/Components
LCI,Lannett Co Inc,25.4,944613096.8,n/a,Health Care,Major Pharmaceuticals
LPI,"Laredo Petroleum, Inc.",14.22,3449550595,2011,Energy,Oil & Gas Production
LVS,Las Vegas Sands Corp.,55.9,44384295569,2004,Consumer Services,Hotels/Resorts
LHO,LaSalle Hotel Properties,28.74,3249845654,1998,Consumer Services,Real Estate Investment Trusts
LHO^H.CL,LaSalle Hotel Properties,n/a,0,n/a,n/a,n/a
LHO^I,LaSalle Hotel Properties,25.505,0,n/a,n/a,n/a
LHO^J,LaSalle Hotel Properties,25.25,0,n/a,n/a,n/a
LFL,LATAM Airlines Group S.A.,13.14,7968197086,n/a,Transportation,Air Freight/Delivery Services
LDF,"Latin American Discovery Fund, Inc. (The)",10.62,72153055.26,n/a,n/a,n/a
LGI,Lazard Global Total Return and Income Fund,14.96,143694345.5,2004,n/a,n/a
LAZ,Lazard Ltd.,44.61,5788865320,2005,Finance,Investment Managers
LOR,"Lazard World Dividend & Income Fund, Inc.",10.63,73136345.29,2005,n/a,n/a
LZB,La-Z-Boy Incorporated,26.55,1296089810,n/a,Consumer Durables,Home Furnishings
LCII,LCI Industries ,92.75,2296140240,n/a,n/a,n/a
LFGR,Leaf Group Ltd.,8.1,163061739.9,n/a,Technology,EDP Services
LEA,Lear Corporation,132.08,9073623519,n/a,Capital Goods,Auto Parts:O.E.M.
LEE,"Lee Enterprises, Incorporated",2.7,152768025,n/a,Consumer Services,Newspapers/Magazines
BWG,Legg Mason BW Global Income Opportunities Fund Inc.,12.96,272027743.2,2012,n/a,n/a
LM,"Legg Mason, Inc.",36.78,3584098380,n/a,Finance,Investment Managers
LMHA,"Legg Mason, Inc.",26.36,0,2016,Finance,Investment Managers
LMHB,"Legg Mason, Inc.",23.94,0,2016,n/a,n/a
LEG,"Leggett & Platt, Incorporated",50.67,6738100046,n/a,Consumer Durables,Home Furnishings
JBK,Lehman ABS Corporation,24.11,0,n/a,Finance,Finance: Consumer Services
KTH,Lehman ABS Corporation,32.1568,0,n/a,Finance,Finance: Consumer Services
KTN,Lehman ABS Corporation,33.183,0,n/a,Finance,Finance: Consumer Services
KTP,Lehman ABS Corporation,18.87,0,n/a,Finance,Finance: Consumer Services
XKE,Lehman ABS Corporation,7.9,0,n/a,Finance,Finance: Consumer Services
LDOS,"Leidos Holdings, Inc.",50.64,7620805498,n/a,Technology,EDP Services
LEJU,Leju Holdings Limited,3.11,420733109.4,2014,Finance,Real Estate
LC,LendingClub Corporation,5.46,2184860512,2014,Miscellaneous,Business Services
LEN,Lennar Corporation,51.79,12142842913,n/a,Basic Industries,Homebuilding
LEN.B,Lennar Corporation,n/a,0,n/a,Basic Industries,Homebuilding
LII,"Lennox International, Inc.",165.23,7010858598,1999,Capital Goods,Industrial Machinery/Components
LUK,Leucadia National Corporation,25.52,9182286507,n/a,Consumer Non-Durables,Meat/Poultry/Fish
LVLT,"Level 3 Communications, Inc.",59.54,21514493208,2011,Public Utilities,Telecommunications Equipment
LXP,Lexington Realty Trust,10.41,2502204595,n/a,Consumer Services,Real Estate Investment Trusts
LXP^C,Lexington Realty Trust,50.75,0,n/a,n/a,n/a
LPL,"LG Display Co., Ltd.",13.54,9689649156,2004,Capital Goods,Industrial Machinery/Components
USA,Liberty All-Star Equity Fund,5.43,1028656789,1986,n/a,n/a
ASG,"Liberty All-Star Growth Fund, Inc.",4.55,119831102.3,n/a,n/a,n/a
LPT,Liberty Property Trust,40.43,5942897719,n/a,Consumer Services,Real Estate Investment Trusts
LSI,"Life Storage, Inc.",85.26,3963491936,n/a,Consumer Services,Real Estate Investment Trusts
LITB,"LightInTheBox Holding Co., Ltd.",2.86,197083463.7,2013,Consumer Services,Catalog/Specialty Distribution
LNC,Lincoln National Corporation,63.23,14240244230,n/a,Finance,Life Insurance
LNC.WS,Lincoln National Corporation,n/a,0,n/a,n/a,n/a
LNN,Lindsay Corporation,83.92,894838708.2,n/a,Capital Goods,Industrial Machinery/Components
LN,LINE Corporation,36.28,7900895140,2016,Technology,"Computer Software: Programming, Data Processing"
LGF.A,Lions Gate Entertainment Corporation,n/a,0,n/a,n/a,n/a
LGF.B,Lions Gate Entertainment Corporation,n/a,0,2016,n/a,n/a
LAD,"Lithia Motors, Inc.",81.77,2058429490,n/a,Consumer Durables,Automotive Aftermarket
LYV,"Live Nation Entertainment, Inc.",30.67,6280112187,n/a,Consumer Services,Services-Misc. Amusement & Recreation
LYG,Lloyds Banking Group Plc,3.17,56627815203,n/a,Finance,Commercial Banks
SCD,LMP Capital and Income Fund Inc.,14.36,258240618.8,2004,n/a,n/a
LMT,Lockheed Martin Corporation,268,77672614920,n/a,Capital Goods,Military/Government/Technical
L,Loews Corporation,46.13,15531245052,n/a,Finance,Property-Casualty Insurers
LPX,Louisiana-Pacific Corporation,25,3616105500,n/a,Basic Industries,Forest Products
LOW,"Lowe&#39;s Companies, Inc.",81.06,69495406333,n/a,Consumer Services,RETAIL: Building Materials
LXU,Lsb Industries Inc.,7.53,213896299,n/a,Basic Industries,Major Chemicals
LKSD,"LSC Communications, Inc.",24.91,844629597.5,2016,Miscellaneous,Publishing
LTC,"LTC Properties, Inc.",48.89,1935326295,n/a,Consumer Services,Real Estate Investment Trusts
LUB,"Luby&#39;s, Inc.",3.1,90035950.5,n/a,Consumer Services,Restaurants
LL,"Lumber Liquidators Holdings, Inc",21.56,609039945.4,2007,Consumer Services,RETAIL: Building Materials
LXFR,Luxfer Holdings PLC,11.32,299024127.9,2012,Basic Industries,Major Chemicals
LXFT,"Luxoft Holding, Inc.",61.1,2031053939,2013,Technology,EDP Services
LUX,"Luxottica Group, S.p.A.",54.77,26317394022,1990,Health Care,Ophthalmic Goods
LDL,"Lydall, Inc.",48.1,827852130.3,n/a,Capital Goods,Auto Parts:O.E.M.
WLH,Lyon William Homes,20.08,641267671.3,2013,Capital Goods,Homebuilding
LYB,LyondellBasell Industries NV,84.91,34199719415,n/a,Basic Industries,Major Chemicals
MTB,M&T Bank Corporation,147.93,22745982186,n/a,Finance,Major Banks
MTB.WS,M&T Bank Corporation,n/a,0,n/a,n/a,n/a
MTB^,M&T Bank Corporation,1039.98,0,n/a,n/a,n/a
MTB^C,M&T Bank Corporation,1055,0,n/a,n/a,n/a
MDC,"M.D.C. Holdings, Inc.",29.74,1535007914,n/a,Capital Goods,Homebuilding
MHO,"M/I Homes, Inc.",24.61,666751913,1993,Capital Goods,Homebuilding
MHO^A,"M/I Homes, Inc.",25.6916,0,n/a,n/a,n/a
MAC,Macerich Company (The),65.48,9422888399,1994,Consumer Services,Real Estate Investment Trusts
CLI,Mack-Cali Realty Corporation,27.58,2477916826,n/a,Consumer Services,Real Estate Investment Trusts
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,23.21,289389080.5,2005,n/a,n/a
MIC,Macquarie Infrastructure Company,78.88,6486198515,2004,Energy,Oil Refining/Marketing
MFD,Macquarie/First Trust Global,12.6,107642808,2004,n/a,n/a
BMA,Macro Bank Inc.,84.57,4943649460,n/a,Finance,Commercial Banks
M,Macy&#39;s Inc,29.17,8902297293,n/a,Consumer Services,Department/Specialty Retail Stores
MCN,Madison Covered Call & Equity Strategy Fund,8.02,154532752.5,2004,n/a,n/a
MSP,Madison Strategic Sector Premium Fund,11.97,69405543.27,2005,n/a,n/a
MMP,Magellan Midstream Partners L.P.,77.04,17567011794,n/a,Energy,Natural Gas Distribution
MGA,"Magna International, Inc.",39.58,15137840221,n/a,Capital Goods,Auto Parts:O.E.M.
MX,MagnaChip Semiconductor Corporation,8.4,279324309.6,2011,Technology,Semiconductors
MH^A,"Maiden Holdings, Ltd.",25.62,0,n/a,n/a,n/a
MH^C,"Maiden Holdings, Ltd.",25.31,0,n/a,n/a,n/a
MHLA,"Maiden Holdings, Ltd.",25.55,0,2016,n/a,n/a
MHNB,"Maiden Holdings, Ltd.",25.409,0,2012,Finance,Property-Casualty Insurers
MHNC,"Maiden Holdings, Ltd.",25.81,0,2013,Finance,Property-Casualty Insurers
MAIN,Main Street Capital Corporation,38.54,2130289135,2007,n/a,n/a
MSCA,Main Street Capital Corporation,26.2988,0,n/a,n/a,n/a
MMD,MainStay DefinedTerm Municipal Opportunities Fund,19.55,538691726.2,2012,n/a,n/a
MNK,Mallinckrodt plc,44.16,4623317334,2013,Health Care,Major Pharmaceuticals
MZF,Managed Duration Investment Grade Municipal Fund,13.37,90922364.12,2003,n/a,n/a
MANU,Manchester United Ltd.,16.85,2763825968,2012,Consumer Services,Services-Misc. Amusement & Recreation
MTW,"Manitowoc Company, Inc. (The)",5.53,776865078.4,n/a,Capital Goods,Construction/Ag Equipment/Trucks
MN,"Manning & Napier, Inc.",5.65,84658922,2011,Finance,Investment Managers
MAN,ManpowerGroup,98.54,6665426815,n/a,Technology,Professional Services
MFC,Manulife Financial Corp,17.02,33627162403,n/a,Finance,Life Insurance
MRO,Marathon Oil Corporation,15.91,13478971028,n/a,Energy,Oil & Gas Production
MPC,Marathon Petroleum Corporation,49.24,25992567954,n/a,Energy,Integrated oil Companies
MMI,"Marcus & Millichap, Inc.",24.72,941134203.8,2013,Finance,Real Estate
MCS,Marcus Corporation (The),30.6,848356511.4,n/a,Consumer Services,Movies/Entertainment
MRIN,Marin Software Incorporated,1.8,70886417.4,2013,Technology,EDP Services
MPX,Marine Products Corporation,10.43,364605223.1,n/a,Capital Goods,Marine Transportation
HZO,"MarineMax, Inc.",20.7,540540590.4,1998,Consumer Services,Other Specialty Stores
MKL,Markel Corporation,961.82,13426541679,1986,Finance,Property-Casualty Insurers
VAC,Marriot Vacations Worldwide Corporation,99.28,2693961410,n/a,Finance,Real Estate
MMC,"Marsh & McLennan Companies, Inc.",72.07,37140139758,n/a,Finance,Specialty Insurers
MLM,"Martin Marietta Materials, Inc.",210.11,13251040147,1994,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MAS,Masco Corporation,33.09,10587025813,n/a,Basic Industries,Forest Products
DOOR,Masonite International Corporation,76.7,2306325281,n/a,Basic Industries,Forest Products
MTZ,"MasTec, Inc.",41.45,3424413014,n/a,Basic Industries,Water Supply
MA,Mastercard Incorporated,111.22,1.2333E+11,2006,Miscellaneous,Business Services
MTDR,Matador Resources Company,22.36,2236772739,2012,Energy,Oil & Gas Production
MTRN,Materion Corporation,33.5,670178119.5,n/a,Capital Goods,Industrial Specialties
MATX,"Matson, Inc.",30.74,1325506740,n/a,Consumer Services,Marine Transportation
MLP,"Maui Land & Pineapple Company, Inc.",13.8,262430584.2,n/a,Finance,Real Estate
MMS,"Maximus, Inc.",57.62,3734555829,1997,Miscellaneous,Business Services
MXL,"MaxLinear, Inc",26.62,1919414682,2010,Technology,Semiconductors
MBI,"MBIA, Inc.",8.69,1171603649,1987,Finance,Property-Casualty Insurers
MNI,McClatchy Company (The),9.83,74669328.78,1988,Consumer Services,Newspapers/Magazines
MKC,"McCormick & Company, Incorporated",99.19,12366857538,n/a,Consumer Non-Durables,Packaged Foods
MKC.V,"McCormick & Company, Incorporated",n/a,0,n/a,Consumer Non-Durables,Packaged Foods
MDR,"McDermott International, Inc.",6.29,1528768630,n/a,Capital Goods,Metal Fabrications
MCD,McDonald&#39;s Corporation,130.76,1.07092E+11,n/a,Consumer Services,Restaurants
MUX,McEwen Mining Inc.,3.13,937653555.4,n/a,Basic Industries,Precious Metals
MCK,McKesson Corporation,143.2,30365918573,n/a,Health Care,Other Pharmaceuticals
MDU,"MDU Resources Group, Inc.",27.14,5300560765,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MJN,Mead Johnson Nutrition Company,88.67,16276712717,2009,Consumer Non-Durables,Packaged Foods
MTL,Mechel PAO,5.49,1142663192,2004,Basic Industries,Steel/Iron Ore
MTL^,Mechel PAO,1.24,0,n/a,n/a,n/a
MRT,"MedEquities Realty Trust, Inc.",11.72,372585914,2016,Consumer Services,Real Estate Investment Trusts
MPW,"Medical Properties Trust, Inc.",13.9,4460985728,2005,Consumer Services,Real Estate Investment Trusts
MED,MEDIFAST INC,43.47,518196437,n/a,Consumer Non-Durables,Packaged Foods
MCC,Medley Capital Corporation,7.72,420540908.9,2011,n/a,n/a
MCV,Medley Capital Corporation,25.3,0,n/a,n/a,n/a
MCX,Medley Capital Corporation,25.57,0,2015,n/a,n/a
MDLQ,Medley LLC,25.2199,0,2017,Finance,Investment Managers
MDLX,Medley LLC,24.8691,0,2016,Finance,Investment Managers
MDLY,Medley Management Inc.,8.3,241883272.9,2014,Finance,Investment Managers
MD,"Mednax, Inc",67.86,6303506782,n/a,Health Care,Hospital/Nursing Management
MDT,Medtronic plc,80.01,1.09524E+11,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MRK,"Merck & Company, Inc.",62.61,1.71647E+11,n/a,Health Care,Major Pharmaceuticals
MCY,Mercury General Corporation,58.67,3244807538,n/a,Finance,Property-Casualty Insurers
MDP,Meredith Corporation,62.1,2763123230,n/a,Consumer Services,Newspapers/Magazines
MTH,Meritage Corporation,37.95,1529910304,n/a,Capital Goods,Homebuilding
